output,#terms
HIT te217 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) $0)) ; log prior = -4.902796 ; log likelihood = 0.000000,
HIT te218 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0))) ; log prior = -8.397529 ; log likelihood = 0.000000,
HIT te219 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))) ; log prior = -9.588144 ; log likelihood = 0.000000,
MISS te220,4
MISS te221,4
MISS te222,4
MISS te223,4
HIT te224 w/ (lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_sub $0 mathDomain_4))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) ; log prior = -7.123959 ; log likelihood = 0.000000,
HIT te225 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (mathDomain_mult $1 $0))))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0) mathDomain_3)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0)))) ; log prior = -11.730503 ; log likelihood = 0.000000,
HIT te226 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0))) ; log prior = -8.434029 ; log likelihood = 0.000000,
MISS te227,4
HIT te228 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (mathDomain_swap $1 $0)))) $0 mathDomain_6)) $0)) ; log prior = -4.852731 ; log likelihood = 0.000000,
HIT te229 w/ (lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) $0)) ; log prior = -4.711118 ; log likelihood = 0.000000,
HIT te230 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (mathDomain_mult $1 $0))))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0) mathDomain_3)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0)))) ; log prior = -11.731091 ; log likelihood = 0.000000,
HIT te231 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) ; log prior = -7.447736 ; log likelihood = 0.000000,
MISS te232,4
HIT te233 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) $0)) ; log prior = -4.971839 ; log likelihood = 0.000000,
MISS te234,4
MISS te235,2
HIT te236 w/ (lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) $0)) ; log prior = -4.693209 ; log likelihood = 0.000000,
HIT te237 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) (mathDomain_swap $0 mathDomain_0))) ; log prior = -12.361695 ; log likelihood = 0.000000,
MISS te238,4
HIT te239 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (mathDomain_mult $1 $0))))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0) mathDomain_3)) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0))) ; log prior = -8.810427 ; log likelihood = 0.000000,
HIT te240 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) $0)) ; log prior = -5.051707 ; log likelihood = 0.000000,
HIT te241 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (mathDomain_swap $1 $0)))) $0 mathDomain_1)) $0)) ; log prior = -3.739691 ; log likelihood = 0.000000,
MISS te242,3
MISS te243,4
MISS te244,3
HIT te245 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (mathDomain_swap $1 $0)))) $0 mathDomain_6)) $0)) ; log prior = -4.818565 ; log likelihood = 0.000000,
MISS te246,4
MISS te247,4
HIT te248 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) $0)))) (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) $0))) ; log prior = -8.790926 ; log likelihood = 0.000000,
HIT te249 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (mathDomain_swap $1 $0)))) $0 mathDomain_1)) $0)) ; log prior = -3.729714 ; log likelihood = 0.000000,
HIT te250 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (mathDomain_swap $1 $0)))) $0 mathDomain_1)) $0)) ; log prior = -3.742275 ; log likelihood = 0.000000,
HIT te251 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (mathDomain_swap $1 $0)))) $0 mathDomain_1)) $0)) ; log prior = -3.741742 ; log likelihood = 0.000000,
MISS te252,2
HIT te253 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) $0)) ; log prior = -4.258321 ; log likelihood = 0.000000,
HIT te254 w/ (lambda (#(lambda (#(lambda (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (mathDomain_swap $1 $0)))) $0 mathDomain_6)) $0)) ; log prior = -4.819762 ; log likelihood = 0.000000,
HIT te255 w/ (lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0)) ; log prior = -3.536850 ; log likelihood = 0.000000,
MISS te256,3
HIT te257 w/ (lambda (#(lambda (#(lambda (#(lambda (#(lambda (#(lambda (lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_div (mathDomain_swap $1 $0) mathDomain_3)))) (mathDomain_swap $0 mathDomain_0) mathDomain_1)) (mathDomain_dist $0 mathDomain_2))) (mathDomain_dist $0 mathDomain_3))) (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_0))) $0))) (#(lambda (#(lambda (#(lambda (mathDomain_simplify (mathDomain_rrotate $0 mathDomain_1) mathDomain_0)) (mathDomain_swap $0 mathDomain_2))) (mathDomain_sub $0 mathDomain_2))) $0))) ; log prior = -9.586376 ; log likelihood = 0.000000,
